rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
3368	MC5R	melanocortin 5 receptor	432404	1	1	1	1	1	0	0	0	0	0	0.245	0.864	NaN	NaN	NaN	0.245	1.000
3369	CD63	CD63 molecule	322923	1	1	1	1	1	0	0	0	0	0	0.245	0.821	NaN	NaN	NaN	0.245	1.000
3370	FANCG	Fanconi anemia, complementation group G	833641	3	2	3	0	1	0	0	2	0	0	0.227	0.531	0.360	0.141	0.291	0.245	1.000
3371	NDFIP1	Nedd4 family interacting protein 1	282605	1	1	1	1	0	0	0	1	0	0	0.246	0.974	NaN	NaN	NaN	0.246	1.000
3372	LRRC10	leucine rich repeat containing 10	363309	1	1	1	0	0	1	0	0	0	0	0.246	0.486	NaN	NaN	NaN	0.246	1.000
3373	KDM5D	lysine (K)-specific demethylase 5D	1051065	2	2	2	0	0	1	0	1	0	0	0.472	0.516	0.972	0.117	0.140	0.246	1.000
3374	EIF2B2	eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa	467088	1	1	1	0	0	0	1	0	0	0	0.246	0.732	NaN	NaN	NaN	0.246	1.000
3375	PENK	proenkephalin	332559	2	2	2	1	0	0	0	2	0	0	0.0837	0.902	0.672	0.708	0.791	0.246	1.000
3376	GFOD1	glucose-fructose oxidoreductase domain containing 1	397450	1	1	1	0	0	0	1	0	0	0	0.246	0.914	NaN	NaN	NaN	0.246	1.000
3377	CNGA4	cyclic nucleotide gated channel alpha 4	704797	2	2	2	1	0	0	0	2	0	0	0.232	0.921	0.0972	0.263	0.285	0.246	1.000
3378	PSAT1	phosphoserine aminotransferase 1	496273	1	1	1	0	1	0	0	0	0	0	0.246	0.614	NaN	NaN	NaN	0.246	1.000
3379	ZCCHC3	zinc finger, CCHC domain containing 3	246912	1	1	1	0	1	0	0	0	0	0	0.246	0.630	NaN	NaN	NaN	0.246	1.000
3380	PNMA1	paraneoplastic antigen MA1	438606	4	4	4	2	0	2	0	1	1	0	0.111	0.810	0.494	0.703	0.597	0.246	1.000
3381	ATP5SL	ATP5S-like	333594	1	1	1	0	0	0	1	0	0	0	0.247	0.809	NaN	NaN	NaN	0.247	1.000
3382	MRGPRX2	MAS-related GPR, member X2	435147	1	1	1	0	0	1	0	0	0	0	0.247	0.527	NaN	NaN	NaN	0.247	1.000
3383	CAPSL	calcyphosine-like	287774	1	1	1	0	0	0	0	1	0	0	0.247	0.856	NaN	NaN	NaN	0.247	1.000
3384	PMEPA1	prostate transmembrane protein, androgen induced 1	250064	1	1	1	0	0	0	0	1	0	0	0.247	0.822	NaN	NaN	NaN	0.247	1.000
3385	KAT2A	K(lysine) acetyltransferase 2A	905361	3	3	3	0	1	0	0	1	1	0	0.140	0.613	0.297	0.653	0.474	0.247	1.000
3386	ELTD1	EGF, latrophilin and seven transmembrane domain containing 1	946449	2	2	2	0	0	0	1	0	1	0	0.285	0.552	0.122	0.871	0.234	0.247	1.000
3387	NPAS1	neuronal PAS domain protein 1	370163	1	1	1	0	0	0	0	0	1	0	0.247	1.000	NaN	NaN	NaN	0.247	1.000
3388	OR10AG1	olfactory receptor, family 10, subfamily AG, member 1	403800	2	2	2	0	0	1	0	1	0	0	0.0666	0.534	0.308	0.824	1.000	0.247	1.000
3389	TNFAIP1	tumor necrosis factor, alpha-induced protein 1 (endothelial)	414785	1	1	1	1	0	1	0	0	0	0	0.247	0.739	NaN	NaN	NaN	0.247	1.000
3390	RBM7	RNA binding motif protein 7	365350	1	1	1	0	0	0	1	0	0	0	0.247	0.628	NaN	NaN	NaN	0.247	1.000
3391	SLC10A2	solute carrier family 10 (sodium/bile acid cotransporter family), member 2	479919	1	1	1	0	0	0	0	0	1	0	0.247	0.816	NaN	NaN	NaN	0.247	1.000
3392	TRIB2	tribbles homolog 2 (Drosophila)	456892	3	3	2	0	0	1	0	0	2	0	0.131	0.529	0.381	0.952	0.508	0.247	1.000
3393	FBXL19	F-box and leucine-rich repeat protein 19	395696	1	1	1	0	1	0	0	0	0	0	0.247	0.746	NaN	NaN	NaN	0.247	1.000
3394	CYB5B	cytochrome b5 type B (outer mitochondrial membrane)	212871	1	1	1	0	0	0	0	1	0	0	0.247	0.846	NaN	NaN	NaN	0.247	1.000
3395	GLI3	GLI-Kruppel family member GLI3 (Greig cephalopolysyndactyly syndrome)	1872111	5	5	5	0	0	3	0	2	0	0	0.249	0.167	0.972	0.0708	0.268	0.247	1.000
3396	TNR	tenascin R (restrictin, janusin)	1837876	8	8	8	3	1	0	1	6	0	0	0.249	0.766	0.266	0.252	0.268	0.247	1.000
3397	AHCYL2	S-adenosylhomocysteine hydrolase-like 2	724758	3	3	3	0	0	1	0	1	1	0	0.0667	0.554	0.993	0.740	1.000	0.247	1.000
3398	KRT12	keratin 12 (Meesmann corneal dystrophy)	626680	2	2	2	0	0	0	0	1	1	0	0.186	0.821	0.0302	0.673	0.358	0.247	1.000
3399	NUMB	numb homolog (Drosophila)	873980	2	2	2	1	0	0	0	1	1	0	0.362	0.779	0.264	0.00941	0.184	0.247	1.000
3400	NFATC4	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	1023926	3	3	3	1	0	1	1	1	0	0	0.171	0.624	0.257	0.611	0.390	0.248	1.000
3401	PAPD4	PAP associated domain containing 4	680063	2	2	2	0	0	1	0	1	0	0	0.267	0.604	0.736	0.241	0.250	0.248	1.000
3402	LRFN1	leucine rich repeat and fibronectin type III domain containing 1	386836	1	1	1	0	1	0	0	0	0	0	0.248	0.608	NaN	NaN	NaN	0.248	1.000
3403	CYBRD1	cytochrome b reductase 1	382134	1	1	1	1	0	1	0	0	0	0	0.248	0.953	NaN	NaN	NaN	0.248	1.000
3404	CLGN	calmegin	849876	2	2	2	0	0	0	1	1	0	0	0.242	0.531	0.117	0.110	0.276	0.248	1.000
3405	PSEN2	presenilin 2 (Alzheimer disease 4)	600998	2	2	2	0	0	1	0	1	0	0	0.167	0.446	0.277	0.467	0.401	0.248	1.000
3406	ZPBP2	zona pellucida binding protein 2	466868	2	2	2	0	0	2	0	0	0	0	0.0669	0.530	0.209	0.419	1.000	0.248	1.000
3407	MRPL30	mitochondrial ribosomal protein L30	227794	1	1	1	0	0	0	0	1	0	0	0.248	0.849	NaN	NaN	NaN	0.248	1.000
3408	RASGRF1	Ras protein-specific guanine nucleotide-releasing factor 1	1701725	3	3	3	1	0	0	0	3	0	0	0.500	0.774	0.236	0.111	0.134	0.248	1.000
3409	SDCCAG3	serologically defined colon cancer antigen 3	465073	1	1	1	0	0	1	0	0	0	0	0.248	0.605	NaN	NaN	NaN	0.248	1.000
3410	C6orf47	chromosome 6 open reading frame 47	181907	1	1	1	1	0	0	0	1	0	0	0.248	0.930	NaN	NaN	NaN	0.248	1.000
3411	PSMD2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	1202869	5	5	4	0	1	0	0	1	3	0	0.119	0.466	0.430	0.744	0.562	0.248	1.000
3412	OCLN	occludin	632254	2	2	1	1	0	0	0	0	2	0	0.407	1.000	0.00992	0.921	0.165	0.248	1.000
3413	RUNX3	runt-related transcription factor 3	304169	2	2	2	1	0	0	0	1	1	0	0.0671	0.962	0.862	0.979	1.000	0.249	1.000
3414	OR10H5	olfactory receptor, family 10, subfamily H, member 5	409834	2	2	2	0	0	0	0	2	0	0	0.115	0.658	0.737	0.467	0.582	0.249	1.000
3415	OR2T2	olfactory receptor, family 2, subfamily T, member 2	404699	1	1	1	0	0	1	0	0	0	0	0.249	0.532	NaN	NaN	NaN	0.249	1.000
3416	ETF1	eukaryotic translation termination factor 1	599907	2	2	2	0	0	0	0	0	2	0	0.125	0.699	0.249	0.438	0.536	0.249	1.000
3417	C7orf49	chromosome 7 open reading frame 49	215211	1	1	1	0	0	0	0	1	0	0	0.249	0.822	NaN	NaN	NaN	0.249	1.000
3418	JAGN1	jagunal homolog 1 (Drosophila)	216174	1	1	1	0	0	0	0	1	0	0	0.249	0.841	NaN	NaN	NaN	0.249	1.000
3419	TCEAL2	transcription elongation factor A (SII)-like 2	297826	1	1	1	0	0	0	0	1	0	0	0.249	0.873	NaN	NaN	NaN	0.249	1.000
3420	PECR	peroxisomal trans-2-enoyl-CoA reductase	403101	1	1	1	0	0	1	0	0	0	0	0.249	0.657	NaN	NaN	NaN	0.249	1.000
3421	CIDEB	cell death-inducing DFFA-like effector b	299893	1	1	1	0	0	0	0	0	1	0	0.249	0.723	NaN	NaN	NaN	0.249	1.000
3422	TCF21	transcription factor 21	190182	1	1	1	0	0	0	0	1	0	0	0.249	0.836	NaN	NaN	NaN	0.249	1.000
3423	TET1	tet oncogene 1	2870299	3	3	3	1	0	0	1	0	2	0	0.691	0.786	0.0314	0.862	0.0975	0.249	1.000
3424	PCDHB14	protocadherin beta 14	922962	3	3	3	1	0	1	0	1	1	0	0.146	0.840	0.259	0.975	0.460	0.249	1.000
3425	FOXR1	forkhead box R1	375440	2	1	2	0	0	1	0	1	0	0	0.279	0.506	0.0146	0.888	0.242	0.249	1.000
3426	YOD1	YOD1 OTU deubiquinating enzyme 1 homolog (S. cerevisiae)	370783	1	1	1	1	0	0	0	0	1	0	0.249	1.000	NaN	NaN	NaN	0.249	1.000
3427	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	572935	3	3	3	0	0	1	0	0	2	0	0.0674	0.697	0.693	0.976	1.000	0.249	1.000
3428	PRPH	peripherin	398419	1	1	1	0	0	0	1	0	0	0	0.249	0.881	NaN	NaN	NaN	0.249	1.000
3429	FAM3D	family with sequence similarity 3, member D	317282	1	1	1	0	0	1	0	0	0	0	0.249	0.600	NaN	NaN	NaN	0.249	1.000
3430	PPIC	peptidylprolyl isomerase C (cyclophilin C)	250729	1	1	1	0	0	0	0	1	0	0	0.249	0.830	NaN	NaN	NaN	0.249	1.000
3431	OR8S1	olfactory receptor, family 8, subfamily S, member 1	456037	1	1	1	0	1	0	0	0	0	0	0.249	0.704	NaN	NaN	NaN	0.249	1.000
3432	SKI	v-ski sarcoma viral oncogene homolog (avian)	348616	1	1	1	1	0	0	0	0	1	0	0.250	1.000	NaN	NaN	NaN	0.250	1.000
3433	CCNB1IP1	cyclin B1 interacting protein 1	376137	1	1	1	0	0	1	0	0	0	0	0.250	0.662	NaN	NaN	NaN	0.250	1.000
3434	RPS2	ribosomal protein S2	260632	1	1	1	0	0	0	0	1	0	0	0.250	0.802	NaN	NaN	NaN	0.250	1.000
3435	DSCR3	Down syndrome critical region gene 3	413018	1	1	1	0	0	0	1	0	0	0	0.250	0.753	NaN	NaN	NaN	0.250	1.000
3436	OR2W1	olfactory receptor, family 2, subfamily W, member 1	209763	1	1	1	0	0	0	0	1	0	0	0.250	0.835	NaN	NaN	NaN	0.250	1.000
3437	ANKS4B	ankyrin repeat and sterile alpha motif domain containing 4B	558146	2	2	2	0	1	0	0	0	1	0	0.0901	0.498	0.162	0.828	0.750	0.250	1.000
3438	DTYMK	deoxythymidylate kinase (thymidylate kinase)	239970	1	1	1	0	0	1	0	0	0	0	0.250	0.589	NaN	NaN	NaN	0.250	1.000
3439	N4BP2L2	NEDD4 binding protein 2-like 2	1618668	4	4	4	0	0	0	2	2	0	0	0.170	0.305	0.265	0.554	0.397	0.250	1.000
3440	CAV2	caveolin 2	199698	1	1	1	0	1	0	0	0	0	0	0.250	0.620	NaN	NaN	NaN	0.250	1.000
3441	ESF1	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)	1166648	2	2	2	1	0	1	1	0	0	0	0.368	0.751	0.0294	0.646	0.184	0.250	1.000
3442	OR4B1	olfactory receptor, family 4, subfamily B, member 1	419212	1	1	1	0	0	0	1	0	0	0	0.250	0.739	NaN	NaN	NaN	0.250	1.000
3443	TOB1	transducer of ERBB2, 1	464432	2	2	2	1	0	0	1	0	1	0	0.0725	0.881	0.283	0.276	0.935	0.250	1.000
3444	CRYZ	crystallin, zeta (quinone reductase)	458880	1	1	1	0	0	1	0	0	0	0	0.250	0.759	NaN	NaN	NaN	0.250	1.000
3445	CEP57	centrosomal protein 57kDa	695563	2	1	2	0	0	0	1	0	1	0	0.452	0.550	0.0230	0.668	0.150	0.250	1.000
3446	RRAGC	Ras-related GTP binding C	445063	1	1	1	1	0	0	1	0	0	0	0.250	0.899	NaN	NaN	NaN	0.250	1.000
3447	CREBBP	CREB binding protein (Rubinstein-Taybi syndrome)	3048177	5	5	5	0	1	0	1	1	2	0	0.643	0.248	0.0994	0.103	0.106	0.251	1.000
3448	HADHB	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit	668532	3	3	3	0	0	1	1	1	0	0	0.0680	0.368	0.745	0.821	1.000	0.251	1.000
3449	SAMD11	sterile alpha motif domain containing 11	370075	1	1	1	0	0	1	0	0	0	0	0.251	0.575	NaN	NaN	NaN	0.251	1.000
3450	APOOL	apolipoprotein O-like	315941	1	1	1	1	0	0	0	0	1	0	0.251	1.000	NaN	NaN	NaN	0.251	1.000
3451	BNC2	basonuclin 2	1456170	4	4	2	0	0	0	0	1	3	0	0.431	0.839	0.0837	0.996	0.158	0.251	1.000
3452	KIAA0368	KIAA0368	2556469	5	5	5	2	0	1	1	2	1	0	0.916	0.834	0.0868	0.0449	0.0743	0.251	1.000
3453	ERCC1	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)	462407	1	1	1	1	1	0	0	0	0	0	0.251	0.935	NaN	NaN	NaN	0.251	1.000
3454	DCUN1D3	DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae)	414055	1	1	1	1	0	0	1	0	0	0	0.251	0.918	NaN	NaN	NaN	0.251	1.000
3455	OR7C1	olfactory receptor, family 7, subfamily C, member 1	416639	2	2	2	0	0	0	0	1	1	0	0.150	0.810	0.426	0.316	0.453	0.251	1.000
3456	CYGB	cytoglobin	224071	1	1	1	0	0	0	0	1	0	0	0.251	0.827	NaN	NaN	NaN	0.251	1.000
3457	NPM3	nucleophosmin/nucleoplasmin, 3	246727	2	2	2	0	0	0	0	0	2	0	0.0774	1.000	0.793	0.617	0.882	0.251	1.000
3458	ATP8B4	ATPase, class I, type 8B, member 4	1656327	2	2	2	3	0	0	0	2	0	0	1.000	0.992	0.170	0.0597	0.0683	0.251	1.000
3459	SLC16A11	solute carrier family 16, member 11 (monocarboxylic acid transporter 11)	251513	1	1	1	0	0	0	0	0	1	0	0.251	1.000	NaN	NaN	NaN	0.251	1.000
3460	PRPF8	PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)	3176514	11	11	10	0	0	3	0	4	4	0	0.0683	0.0871	0.711	0.962	1.000	0.251	1.000
3461	PRR19	proline rich 19	432764	1	1	1	0	0	1	0	0	0	0	0.252	0.634	NaN	NaN	NaN	0.252	1.000
3462	CYFIP1	cytoplasmic FMR1 interacting protein 1	1745670	5	5	5	0	0	0	1	0	4	0	0.164	0.313	0.253	0.939	0.416	0.252	1.000
3463	EGR3	early growth response 3	415779	1	1	1	1	0	1	0	0	0	0	0.252	0.783	NaN	NaN	NaN	0.252	1.000
3464	CHRNA7	cholinergic receptor, nicotinic, alpha 7	392838	1	1	1	0	0	0	0	0	1	0	0.252	1.000	NaN	NaN	NaN	0.252	1.000
3465	TUFT1	tuftelin 1	518626	2	2	2	0	0	2	0	0	0	0	0.137	0.331	0.179	0.538	0.500	0.252	1.000
3466	GCC2	GRIP and coiled-coil domain containing 2	2178789	4	4	4	2	0	0	1	2	1	0	0.928	0.947	0.0561	0.187	0.0738	0.252	1.000
3467	TRRAP	transformation/transcription domain-associated protein	5119013	8	8	5	1	0	0	0	3	5	0	0.908	0.845	0.179	0.0978	0.0755	0.252	1.000
3468	EML1	echinoderm microtubule associated protein like 1	1136145	3	3	3	0	0	1	0	0	2	0	0.299	0.554	0.165	0.358	0.229	0.252	1.000
3469	ELN	elastin (supravalvular aortic stenosis, Williams-Beuren syndrome)	972447	2	2	2	1	1	0	0	0	1	0	0.274	0.758	0.0730	0.901	0.251	0.252	1.000
3470	RPL19	ribosomal protein L19	261502	1	1	1	1	0	0	0	1	0	0	0.253	0.921	NaN	NaN	NaN	0.253	1.000
3471	CTDSP2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2	357881	2	2	2	0	0	1	0	1	0	0	0.0687	0.459	0.885	0.868	1.000	0.253	1.000
3472	GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A	1916960	6	6	5	0	1	2	0	3	0	0	0.126	0.126	0.417	0.517	0.543	0.253	1.000
3473	GBF1	golgi-specific brefeldin A resistance factor 1	2539696	6	6	6	1	1	0	0	4	1	0	0.272	0.538	0.173	0.526	0.253	0.253	1.000
3474	SNAI3	snail homolog 3 (Drosophila)	280003	1	1	1	0	0	1	0	0	0	0	0.253	0.510	NaN	NaN	NaN	0.253	1.000
3475	CNGA1	cyclic nucleotide gated channel alpha 1	928143	3	3	3	0	0	0	0	3	0	0	0.175	0.640	0.821	0.144	0.393	0.253	1.000
3476	RASSF2	Ras association (RalGDS/AF-6) domain family member 2	454811	2	2	2	0	2	0	0	0	0	0	0.0688	0.586	0.561	0.172	1.000	0.253	1.000
3477	AMDHD2	amidohydrolase domain containing 2	600766	2	2	2	0	1	1	0	0	0	0	0.206	0.402	0.399	0.108	0.335	0.253	1.000
3478	RPL7L1	ribosomal protein L7-like 1	321576	1	1	1	0	0	0	1	0	0	0	0.253	0.692	NaN	NaN	NaN	0.253	1.000
3479	SPINK5	serine peptidase inhibitor, Kazal type 5	1541323	4	4	4	0	0	2	1	1	0	0	0.156	0.293	0.672	0.236	0.443	0.253	1.000
3480	QDPR	quinoid dihydropteridine reductase	300860	1	1	1	0	0	1	0	0	0	0	0.253	0.658	NaN	NaN	NaN	0.253	1.000
3481	INSIG1	insulin induced gene 1	367588	1	1	1	0	0	0	1	0	0	0	0.254	0.751	NaN	NaN	NaN	0.254	1.000
3482	TPCN2	two pore segment channel 2	956808	2	2	2	0	0	0	0	0	2	0	0.492	0.546	0.839	0.106	0.140	0.254	1.000
3483	RNLS	renalase, FAD-dependent amine oxidase	503640	1	1	1	0	0	0	1	0	0	0	0.254	0.656	NaN	NaN	NaN	0.254	1.000
3484	MCTP2	multiple C2 domains, transmembrane 2	1234963	3	3	3	0	0	0	1	0	2	0	0.268	0.687	0.151	0.711	0.258	0.254	1.000
3485	CUEDC1	CUE domain containing 1	425759	1	1	1	0	0	0	1	0	0	0	0.254	0.754	NaN	NaN	NaN	0.254	1.000
3486	MOGAT2	monoacylglycerol O-acyltransferase 2	457390	1	1	1	1	0	0	1	0	0	0	0.254	0.963	NaN	NaN	NaN	0.254	1.000
3487	ORMDL3	ORM1-like 3 (S. cerevisiae)	211629	1	1	1	1	0	0	0	1	0	0	0.254	0.909	NaN	NaN	NaN	0.254	1.000
3488	HCFC1	host cell factor C1 (VP16-accessory protein)	2095127	6	6	6	1	0	2	0	3	1	0	0.144	0.478	0.334	0.931	0.480	0.254	1.000
3489	TAS2R50	taste receptor, type 2, member 50	403847	1	1	1	1	0	0	0	0	1	0	0.254	0.938	NaN	NaN	NaN	0.254	1.000
3490	CAPN2	calpain 2, (m/II) large subunit	863626	2	2	2	1	1	0	0	1	0	0	0.301	0.886	0.139	0.0822	0.230	0.254	1.000
3491	SNX21	sorting nexin family member 21	328305	1	1	1	0	0	0	0	0	1	0	0.254	1.000	NaN	NaN	NaN	0.254	1.000
3492	LIPI	lipase, member I	662974	2	2	2	0	1	0	1	0	0	0	0.0973	0.439	0.997	0.283	0.713	0.254	1.000
3493	MEIS3	Meis homeobox 3	448268	1	1	1	0	0	0	0	1	0	0	0.254	0.826	NaN	NaN	NaN	0.254	1.000
3494	RBMX2	RNA binding motif protein, X-linked 2	414353	1	1	1	0	0	1	0	0	0	0	0.254	0.605	NaN	NaN	NaN	0.254	1.000
3495	WNK4	WNK lysine deficient protein kinase 4	1471151	5	5	4	0	1	0	0	1	3	0	0.233	0.557	0.166	0.933	0.297	0.254	1.000
3496	FABP12	fatty acid binding protein 12	194246	1	1	1	0	0	0	0	1	0	0	0.255	0.844	NaN	NaN	NaN	0.255	1.000
3497	LHX8	LIM homeobox 8	452812	1	1	1	0	0	1	0	0	0	0	0.255	0.669	NaN	NaN	NaN	0.255	1.000
3498	ZNF641	zinc finger protein 641	629980	3	2	3	0	0	1	0	2	0	0	0.183	0.463	0.316	0.356	0.380	0.255	1.000
3499	RNF20	ring finger protein 20	1350373	3	3	3	1	0	0	1	2	0	0	0.344	0.784	0.436	0.0217	0.202	0.255	1.000
3500	ZNF589	zinc finger protein 589	482289	1	1	1	0	0	1	0	0	0	0	0.255	0.655	NaN	NaN	NaN	0.255	1.000
3501	ZNF611	zinc finger protein 611	938717	2	2	2	0	0	1	0	1	0	0	0.290	0.609	0.131	0.294	0.240	0.255	1.000
3502	FAM92B	family with sequence similarity 92, member B	403174	1	1	1	0	0	1	0	0	0	0	0.255	0.560	NaN	NaN	NaN	0.255	1.000
3503	DUSP8	dual specificity phosphatase 8	278754	1	1	1	0	0	0	0	1	0	0	0.255	0.818	NaN	NaN	NaN	0.255	1.000
3504	PCDHB11	protocadherin beta 11	934171	4	4	4	2	0	0	1	0	3	0	0.245	0.979	0.136	0.829	0.284	0.255	1.000
3505	PNPLA1	patatin-like phospholipase domain containing 1	656736	2	2	2	0	0	0	0	1	1	0	0.343	0.805	0.373	0.151	0.203	0.255	1.000
3506	RSAD2	radical S-adenosyl methionine domain containing 2	500024	1	1	1	1	1	0	0	0	0	0	0.255	0.901	NaN	NaN	NaN	0.255	1.000
3507	SNX10	sorting nexin 10	282657	1	1	1	0	0	0	0	0	1	0	0.255	1.000	NaN	NaN	NaN	0.255	1.000
3508	CGA	glycoprotein hormones, alpha polypeptide	162626	1	1	1	0	0	0	0	0	1	0	0.255	0.845	NaN	NaN	NaN	0.255	1.000
3509	LRRC15	leucine rich repeat containing 15	758996	2	2	2	0	0	1	0	1	0	0	0.314	0.416	0.915	0.146	0.222	0.255	1.000
3510	OTC	ornithine carbamoyltransferase	494675	1	1	1	1	0	0	0	1	0	0	0.255	0.957	NaN	NaN	NaN	0.255	1.000
3511	GLP2R	glucagon-like peptide 2 receptor	732094	2	2	2	0	1	1	0	0	0	0	0.173	0.416	0.262	0.481	0.402	0.255	1.000
3512	PCGF6	polycomb group ring finger 6	356262	1	1	1	0	0	0	0	1	0	0	0.256	0.847	NaN	NaN	NaN	0.256	1.000
3513	CLCF1	cardiotrophin-like cytokine factor 1	256214	1	1	1	0	0	0	0	0	1	0	0.256	1.000	NaN	NaN	NaN	0.256	1.000
3514	ZNF878	zinc finger protein 878	777906	3	3	2	0	0	0	0	3	0	0	0.156	0.633	0.161	1.000	0.448	0.256	1.000
3515	GCA	grancalcin, EF-hand calcium binding protein	301510	2	2	2	0	0	0	1	1	0	0	0.0699	0.533	0.753	0.840	1.000	0.256	1.000
3516	TBXAS1	thromboxane A synthase 1 (platelet, cytochrome P450, family 5, subfamily A)	754860	3	3	3	0	0	1	1	0	1	0	0.155	0.438	0.865	0.168	0.451	0.256	1.000
3517	BEND5	BEN domain containing 5	417962	1	1	1	0	0	0	1	0	0	0	0.256	0.709	NaN	NaN	NaN	0.256	1.000
3518	STAC2	SH3 and cysteine rich domain 2	497209	2	2	2	0	0	0	0	0	2	0	0.218	0.827	0.814	0.0899	0.322	0.256	1.000
3519	HIST1H2BL	histone cluster 1, H2bl	168507	1	1	1	0	0	1	0	0	0	0	0.256	0.447	NaN	NaN	NaN	0.256	1.000
3520	LYPD4	LY6/PLAUR domain containing 4	338217	1	1	1	1	0	0	1	0	0	0	0.257	0.888	NaN	NaN	NaN	0.257	1.000
3521	MRAS	muscle RAS oncogene homolog	286287	1	1	1	0	0	0	0	1	0	0	0.257	0.854	NaN	NaN	NaN	0.257	1.000
3522	BSND	Bartter syndrome, infantile, with sensorineural deafness (Barttin)	416840	2	2	2	0	1	0	0	1	0	0	0.0703	0.512	0.876	0.860	1.000	0.257	1.000
3523	EIF4E2	eukaryotic translation initiation factor 4E family member 2	330868	1	1	1	0	0	0	0	0	1	0	0.257	0.620	NaN	NaN	NaN	0.257	1.000
3524	AASS	aminoadipate-semialdehyde synthase	1289590	4	4	4	0	0	0	0	1	3	0	0.157	0.703	0.302	0.756	0.449	0.257	1.000
3525	HOXA2	homeobox A2	426076	1	1	1	0	0	1	0	0	0	0	0.257	0.612	NaN	NaN	NaN	0.257	1.000
3526	HAAO	3-hydroxyanthranilate 3,4-dioxygenase	336886	1	1	1	0	0	1	0	0	0	0	0.257	0.553	NaN	NaN	NaN	0.257	1.000
3527	ATG12	ATG12 autophagy related 12 homolog (S. cerevisiae)	196824	1	1	1	0	0	0	0	1	0	0	0.257	0.818	NaN	NaN	NaN	0.257	1.000
3528	TAS2R43	taste receptor, type 2, member 43	368264	2	2	2	0	0	0	0	0	2	0	0.121	1.000	0.268	0.664	0.580	0.257	1.000
3529	CHAT	choline acetyltransferase	859321	4	4	2	2	0	1	0	0	3	0	0.280	0.936	0.111	0.427	0.252	0.257	1.000
3530	NLE1	notchless homolog 1 (Drosophila)	597548	2	2	2	0	0	0	0	1	1	0	0.200	0.668	0.146	0.432	0.353	0.258	1.000
3531	ZNF385B	zinc finger protein 385B	647713	2	2	2	1	0	0	0	1	1	0	0.133	0.820	0.245	0.160	0.530	0.258	1.000
3532	MEMO1	mediator of cell motility 1	377283	2	2	2	0	0	0	0	2	0	0	0.0706	0.732	0.762	0.284	1.000	0.258	1.000
3533	DLL4	delta-like 4 (Drosophila)	758780	2	2	2	1	1	0	0	0	1	0	0.247	0.785	0.157	0.253	0.286	0.258	1.000
3534	SIM2	single-minded homolog 2 (Drosophila)	678290	2	2	2	0	0	0	0	1	1	0	0.357	0.834	0.0160	0.179	0.198	0.258	1.000
3535	NKAPL	NFKB activating protein-like	495727	1	1	1	1	0	1	0	0	0	0	0.258	0.888	NaN	NaN	NaN	0.258	1.000
3536	GNA15	guanine nucleotide binding protein (G protein), alpha 15 (Gq class)	396006	1	1	1	0	0	0	0	1	0	0	0.258	0.840	NaN	NaN	NaN	0.258	1.000
3537	PCIF1	PDX1 C-terminal inhibiting factor 1	872208	3	3	3	0	0	0	1	1	1	0	0.144	0.654	0.425	0.0749	0.493	0.258	1.000
3538	GPR119	G protein-coupled receptor 119	433482	1	1	1	0	0	1	0	0	0	0	0.258	0.562	NaN	NaN	NaN	0.258	1.000
3539	LMAN2	lectin, mannose-binding 2	454054	1	1	1	0	0	0	1	0	0	0	0.259	0.844	NaN	NaN	NaN	0.259	1.000
3540	ARL8B	ADP-ribosylation factor-like 8B	250441	1	1	1	0	0	0	0	1	0	0	0.259	0.846	NaN	NaN	NaN	0.259	1.000
3541	CD300C	CD300c molecule	301088	1	1	1	0	0	0	0	1	0	0	0.259	0.806	NaN	NaN	NaN	0.259	1.000
3542	PFDN5	prefoldin subunit 5	220157	1	1	1	0	0	0	0	1	0	0	0.259	0.859	NaN	NaN	NaN	0.259	1.000
3543	TCEAL3	transcription elongation factor A (SII)-like 3	268330	1	1	1	1	0	0	0	1	0	0	0.259	0.945	NaN	NaN	NaN	0.259	1.000
3544	TMEM81	transmembrane protein 81	346382	1	1	1	0	0	0	0	1	0	0	0.259	0.829	NaN	NaN	NaN	0.259	1.000
3545	TTLL1	tubulin tyrosine ligase-like family, member 1	572484	3	3	3	1	1	0	0	1	1	0	0.0892	0.806	0.622	0.552	0.797	0.259	1.000
3546	CDH12	cadherin 12, type 2 (N-cadherin 2)	1088108	3	3	3	1	0	0	0	3	0	0	0.191	0.805	0.232	0.956	0.372	0.259	1.000
